rank,player,team,seed,region,ppg,expected_games,injury_status,projected_points
352,Owen Aquino,High Point,12,West,9.4,1.1311220369131678,HEALTHY,10.2
353,Conrad Martinez,High Point,12,West,9.3,1.1311220369131678,HEALTHY,10.1
354,Jaylin Stewart,Connecticut,2,East,4.5,3.2550121335565096,DAY-TO-DAY,10.1
355,Tristan Smith,Northern Iowa,12,East,9.1,1.1553564921640362,HEALTHY,10.0
356,DJ Armstrong Jr.,UMBC,16,Midwest,13.2,1.005564294641819,HEALTHY,9.9
357,Michael Zanoni,Penn,14,South,11.7,1.0170299674170582,HEALTHY,9.9
358,Jordan Watford,Queens,15,West,11.9,1.0127138664012434,HEALTHY,9.9
359,Adlan Elamin,Utah St.,9,West,6.5,1.616518568726879,HEALTHY,9.9
360,Marcus Allen,Miami FL,7,West,5.3,1.8666422793359014,HEALTHY,9.9
361,Andrija Jelavic,Kentucky,7,Midwest,5.8,1.715176414913244,HEALTHY,9.8
362,Andrew Holifield,Kennesaw St.,14,West,11.7,1.0279142179882685,HEALTHY,9.8
363,Brady Dunlap,Saint Louis,9,Midwest,6.8,1.473201078512114,HEALTHY,9.8
364,Tate Sage,Iowa,9,South,5.7,1.7814513301612496,HEALTHY,9.8
365,Chris Ashby,Queens,15,West,11.7,1.0127138664012434,HEALTHY,9.7
366,Corey Washington,SMU,11,Midwest,11.3,1.332089930268756,DAY-TO-DAY,9.7
367,Amari Evans,Tennessee,6,Midwest,4.2,2.3022837227775246,HEALTHY,9.7
368,Jerry Deng,N.C. State,11,West,6.1,1.5852603144620252,HEALTHY,9.6
369,Sebastian Mack,Missouri,10,West,7.0,1.3745380460522134,HEALTHY,9.6
370,Zac Foster,Clemson,8,South,6.9,1.4382896380945465,HEALTHY,9.6
371,Jaden Toombs,SMU,11,Midwest,7.8,1.332089930268756,HEALTHY,9.6
372,Scotty Washington,High Point,12,West,8.7,1.1311220369131678,HEALTHY,9.5
373,Justice Shoats,Siena,16,East,13.2,1.0044571281858066,HEALTHY,9.5
374,Biko Johnson,Idaho,15,South,12.4,1.0137974280945312,HEALTHY,9.5
375,Bowen Hardman,Akron,12,Midwest,7.9,1.2392503962740795,HEALTHY,9.4
376,Avantae Parker,Queens,15,West,11.3,1.0127138664012434,HEALTHY,9.4
377,Gytis NemeikÅ¡a,Hawaii,13,West,9.3,1.0686910580991416,HEALTHY,9.4
378,Isaia Howard,Iowa,9,South,5.4,1.7814513301612496,HEALTHY,9.3
379,Treyson Anderson,North Dakota St.,14,East,10.4,1.0451906615013515,HEALTHY,9.3
380,Isaiah Brickner,Idaho,15,South,12.1,1.0137974280945312,HEALTHY,9.2
381,Elijah Tucker,LIU,16,West,12.5,1.0036437675738121,HEALTHY,9.2
382,Eric Mahaffey,Akron,12,Midwest,7.8,1.2392503962740795,HEALTHY,9.2
383,Isaac Finlinson,Hawaii,13,West,9.1,1.0686910580991416,HEALTHY,9.2
384,Zach Clemence,Texas A&M,10,South,7.1,1.4118253978526154,HEALTHY,9.1
385,Ramon Walker Jr.,Houston,2,South,2.5,3.7245278533699917,HEALTHY,9.1
386,Kalifa Sakho,Houston,2,South,2.5,3.7245278533699917,HEALTHY,9.1
387,Chandler Bing,Vanderbilt,5,South,3.7,2.6436211895866046,HEALTHY,9.1
388,Thierry Darlan,Santa Clara,10,Midwest,6.3,1.5274404873065817,HEALTHY,9.1
389,Jake Ensminger,Santa Clara,10,Midwest,6.3,1.5274404873065817,HEALTHY,9.1
390,Ace Valentine,UMBC,16,Midwest,12.0,1.005564294641819,HEALTHY,9.0
391,Jacoi Hutchinson,LIU,16,West,12.3,1.0036437675738121,HEALTHY,9.0
392,DJ Richards,McNeese,12,South,8.3,1.1361712716664654,HEALTHY,9.0
393,Garwey Dual,McNeese,12,South,8.2,1.1361712716664654,HEALTHY,8.9
394,RubÃ©n Prey,St. John's,5,East,3.9,2.5403799825471407,HEALTHY,8.9
395,Tyeree Bryan,Texas Tech,5,Midwest,3.7,2.3132794264549643,HEALTHY,8.9
396,Jayden Jackson,Cal Baptist,13,East,9.3,1.0838739437059797,HEALTHY,8.9
397,Dante Harris,Tennessee St.,15,Midwest,11.7,1.010104041648156,HEALTHY,8.8
398,Harry Wessels,Saint Mary's,7,South,4.9,1.8292661416347202,HEALTHY,8.8
399,Cade Phillips,Tennessee,6,Midwest,3.8,2.3022837227775246,HEALTHY,8.8
400,Jasper Johnson,Kentucky,7,Midwest,5.2,1.715176414913244,HEALTHY,8.8
401,Solomon Callaghan,Wright St.,14,Midwest,9.9,1.036398630385347,HEALTHY,8.7
402,Sharron Young,Akron,12,Midwest,7.3,1.2392503962740795,HEALTHY,8.7
403,Hunter Erickson,Hawaii,13,West,8.5,1.0686910580991416,HEALTHY,8.6
404,Keitenn Bristow,Alabama,4,Midwest,3.6,2.5714341331417776,HEALTHY,8.6
405,Efrem Johnson,Clemson,8,South,6.2,1.4382896380945465,HEALTHY,8.6
406,Jevon Porter,Missouri,10,West,6.2,1.3745380460522134,HEALTHY,8.5
407,Carson Schwieger,Queens,15,West,10.2,1.0127138664012434,HEALTHY,8.5
408,Noah Feddersen,North Dakota St.,14,East,9.4,1.0451906615013515,HEALTHY,8.4
409,Timotej Malovec,Miami FL,7,West,4.5,1.8666422793359014,HEALTHY,8.4
410,Chris Johnson,UCF,10,East,6.4,1.350172172537014,HEALTHY,8.3
411,Liam Campbell,Saint Mary's,7,South,4.6,1.8292661416347202,HEALTHY,8.3
412,Jacari Lane,Texas A&M,10,South,6.4,1.4118253978526154,HEALTHY,8.2
413,Andy Stefonowicz,North Dakota St.,14,East,9.2,1.0451906615013515,HEALTHY,8.2
414,Jamari McDowell,Kansas,4,East,3.5,2.5098160728168875,HEALTHY,8.2
415,Tyrell Ward,VCU,11,South,5.7,1.4760090682150464,HEALTHY,8.2
416,Jonathan Powell,North Carolina,6,South,4.8,1.7095102517252092,HEALTHY,8.1
417,Amaree Abram,Tennessee,6,Midwest,3.5,2.3022837227775246,HEALTHY,8.1
418,Joshua Ingram,Lehigh,16,South,10.6,1.0025418670906272,HEALTHY,8.0
419,Jamar Brown,UCLA,7,East,3.9,2.0135711637048495,HEALTHY,8.0
420,Charles Johnston,Furman,15,East,9.8,1.0183287316112681,HEALTHY,8.0
421,Francis Folefac,Siena,16,East,11.1,1.0044571281858066,HEALTHY,8.0
422,Davion Hannah,Alabama,4,Midwest,3.3,2.5714341331417776,HEALTHY,7.9
423,Dominic Pangonis,Wright St.,14,Midwest,9.0,1.036398630385347,HEALTHY,7.9
424,Cobi Campbell,Troy,13,South,9.0,1.0371344851192648,HEALTHY,7.9
425,Edouard Benoit,Lehigh,16,South,10.3,1.0025418670906272,HEALTHY,7.8
426,Brandon Garrison,Kentucky,7,Midwest,4.6,1.715176414913244,HEALTHY,7.8
427,Johan Nziemi,LIU,16,West,10.6,1.0036437675738121,HEALTHY,7.8
428,Kohl Rosario,Kansas,4,East,3.3,2.5098160728168875,HEALTHY,7.7
429,Jake Wilkins,Georgia,8,Midwest,4.9,1.6624206907953474,HEALTHY,7.7
430,Kellen Pickett,Wright St.,14,Midwest,8.7,1.036398630385347,HEALTHY,7.6
431,Redd Thompson Jr.,LIU,16,West,10.3,1.0036437675738121,HEALTHY,7.6
432,Aleksej KostiÄ,BYU,6,West,4.2,1.824214581313023,HEALTHY,7.6
433,Kareem Stagg,Georgia,8,Midwest,4.8,1.6624206907953474,HEALTHY,7.6
434,Paul Otieno,Saint Louis,9,Midwest,5.2,1.473201078512114,HEALTHY,7.5
435,Jake Wahlin,Clemson,8,South,5.4,1.4382896380945465,HEALTHY,7.5
436,Braden Hausen,High Point,12,West,6.8,1.1311220369131678,HEALTHY,7.4
437,Taison Chatman,Ohio St.,8,East,4.5,1.7609865875295259,HEALTHY,7.4
438,Caden Diggs,UMBC,16,Midwest,9.8,1.005564294641819,HEALTHY,7.4
439,Joshua DeCady,Hofstra,13,Midwest,6.3,1.1364812086110605,HEALTHY,7.4
440,Kobe Rodgers,Louisville,6,East,3.3,2.314394940181925,HEALTHY,7.3
441,Antoine Lorick III,Tennessee St.,15,Midwest,9.5,1.010104041648156,HEALTHY,7.2
442,Ali Dibba,Texas A&M,10,South,5.6,1.4118253978526154,HEALTHY,7.2
443,Jerrell Bellamy,Troy,13,South,8.2,1.0371344851192648,HEALTHY,7.2
444,Max Weisbrod,Northern Iowa,12,East,6.5,1.1553564921640362,HEALTHY,7.2
445,Emanuel Richards,LIU,16,West,9.7,1.0036437675738121,HEALTHY,7.1
446,Aly Khalifa,Louisville,6,East,3.2,2.314394940181925,HEALTHY,7.1
447,Dylan James,Georgia,8,Midwest,4.5,1.6624206907953474,HEALTHY,7.1
448,Alyn Breed,N.C. State,11,West,4.5,1.5852603144620252,HEALTHY,7.1
449,Elijah Perryman,Utah St.,9,West,4.6,1.616518568726879,HEALTHY,7.0
450,AJ Levine,Penn,14,South,8.3,1.0170299674170582,HEALTHY,7.0
451,Tasman Goodrick,Siena,16,East,9.7,1.0044571281858066,HEALTHY,7.0
452,Kyan Evans,North Carolina,6,South,4.1,1.7095102517252092,HEALTHY,7.0
453,Devan Cambridge,UCF,10,East,5.4,1.350172172537014,HEALTHY,7.0
454,Tay Smith,North Dakota St.,14,East,7.7,1.0451906615013515,HEALTHY,6.9
455,KJ Cochran,Santa Clara,10,Midwest,4.8,1.5274404873065817,HEALTHY,6.9
456,Brendan Hausen,Iowa,9,South,4.0,1.7814513301612496,HEALTHY,6.9
457,Ahmad Nowell,VCU,11,South,4.7,1.4760090682150464,HEALTHY,6.8
458,Tom House,Furman,15,East,8.1,1.0183287316112681,HEALTHY,6.6
459,Justin Bailey,Georgia,8,Midwest,4.2,1.6624206907953474,HEALTHY,6.6
460,Chase Johnston,High Point,12,West,6.1,1.1311220369131678,HEALTHY,6.6
461,Malachi Palmer,Villanova,8,West,4.4,1.5121596016637524,HEALTHY,6.5
462,Josh Odunowo,UMBC,16,Midwest,8.6,1.005564294641819,HEALTHY,6.5
463,Isaiah Kerr,Hawaii,13,West,6.3,1.0686910580991416,HEALTHY,6.4
464,Jerrell Colbert,McNeese,12,South,5.8,1.1361712716664654,HEALTHY,6.3
465,Maban Jabriel,Queens,15,West,7.6,1.0127138664012434,HEALTHY,6.3
466,Brendan Coyle,Siena,16,East,8.6,1.0044571281858066,HEALTHY,6.2
467,Terrance Arceneaux,N.C. State,11,West,3.9,1.5852603144620252,HEALTHY,6.2
468,Carmelo Pacheco,UCF,10,East,4.7,1.350172172537014,HEALTHY,6.1
469,Silas Sunday,Hofstra,13,Midwest,5.2,1.1364812086110605,HEALTHY,6.1
470,Jace Posey,TCU,9,East,4.6,1.3781636306788012,HEALTHY,6.1
471,Aaron Hunkin-Claytor,Hawaii,13,West,6.0,1.0686910580991416,HEALTHY,6.1
472,Jacolb Cole,McNeese,12,South,5.5,1.1361712716664654,HEALTHY,6.0
473,Ben VanderWal,Furman,15,East,7.3,1.0183287316112681,HEALTHY,6.0
474,Cody Pennebaker,Kennesaw St.,14,West,7.1,1.0279142179882685,HEALTHY,6.0
475,Ethan Burg,Tennessee,6,Midwest,2.6,2.3022837227775246,HEALTHY,6.0
476,Brody Rowbury,Idaho,15,South,7.8,1.0137974280945312,HEALTHY,6.0
477,Alphonzo Billups III,LIU,16,West,8.1,1.0036437675738121,HEALTHY,5.9
478,Vincent Brady II,High Point,12,West,5.4,1.1311220369131678,HEALTHY,5.9
479,Jonathan Griman,Cal Baptist,13,East,6.1,1.0838739437059797,HEALTHY,5.9
480,Josh Holloway,Texas A&M,10,South,4.5,1.4118253978526154,HEALTHY,5.8
481,Devon Malcolm,Cal Baptist,13,East,5.9,1.0838739437059797,HEALTHY,5.7
482,Jermaine O'Neal Jr.,SMU,11,Midwest,4.6,1.332089930268756,HEALTHY,5.6
483,Mihailo Boskovic,BYU,6,West,3.1,1.824214581313023,HEALTHY,5.6
484,Brandon Williams,UCLA,7,East,2.7,2.0135711637048495,HEALTHY,5.5
485,Victory Onuetu,Hofstra,13,Midwest,4.7,1.1364812086110605,HEALTHY,5.5
486,Andrew Urosevic,Lehigh,16,South,7.3,1.0025418670906272,HEALTHY,5.5
487,Andrea Holden,Wright St.,14,Midwest,6.3,1.036398630385347,HEALTHY,5.5
488,John Bol,UCF,10,East,6.0,1.350172172537014,DAY-TO-DAY,5.4
489,Jaylen Benard,LIU,16,West,7.3,1.0036437675738121,HEALTHY,5.4
490,Isaiah Jones,South Florida,11,East,4.4,1.280345337824454,HEALTHY,5.3
491,Zach Keller,Utah St.,9,West,3.5,1.616518568726879,HEALTHY,5.3
492,Antonio Chandler,Siena,16,East,7.3,1.0044571281858066,HEALTHY,5.3
493,Dalton Scantlebury,Penn,14,South,6.2,1.0170299674170582,HEALTHY,5.2
494,Jack Janicki,Wisconsin,5,West,2.2,2.359319689960756,HEALTHY,5.2
495,Daimion Collins,South Florida,11,East,4.3,1.280345337824454,HEALTHY,5.2
496,Tucker Anderson,Utah St.,9,West,3.4,1.616518568726879,HEALTHY,5.2
497,Jack Payne,Idaho,15,South,6.7,1.0137974280945312,HEALTHY,5.1
498,Trent Noah,Kentucky,7,Midwest,3.0,1.715176414913244,HEALTHY,5.1
499,Jose Roberto Tanchyn,UMBC,16,Midwest,6.5,1.005564294641819,HEALTHY,4.9
500,Keyshawn Mitchell,VCU,11,South,3.4,1.4760090682150464,HEALTHY,4.9
501,Jalen Pitre,Tennessee St.,15,Midwest,6.5,1.010104041648156,HEALTHY,4.9
502,King-Njhsanni Wilhite,Kennesaw St.,14,West,5.8,1.0279142179882685,HEALTHY,4.9
503,Thomas Ndong,Cal Baptist,13,East,5.0,1.0838739437059797,HEALTHY,4.8
504,Khalil London,Tennessee St.,15,Midwest,6.4,1.010104041648156,HEALTHY,4.8
505,Augustus Gerhart,Penn,14,South,5.6,1.0170299674170582,HEALTHY,4.7
506,Bradey Henige,Cal Baptist,13,East,4.9,1.0838739437059797,HEALTHY,4.7
507,Logan Woods,Wright St.,14,Midwest,5.4,1.036398630385347,HEALTHY,4.7
508,Carl Cherenfant,McNeese,12,South,4.3,1.1361712716664654,HEALTHY,4.7
509,Justin Abson,Georgia,8,Midwest,2.9,1.6624206907953474,HEALTHY,4.6
510,Eddrin Bronson,Furman,15,East,5.6,1.0183287316112681,HEALTHY,4.6
511,Rory Hawke,Saint Mary's,7,South,2.5,1.8292661416347202,HEALTHY,4.5
512,Adriel Nyorha,South Florida,11,East,3.7,1.280345337824454,HEALTHY,4.5
513,Eric Freeny,UCLA,7,East,2.2,2.0135711637048495,HEALTHY,4.5
514,Ivan Njegovan,Ohio St.,8,East,2.7,1.7609865875295259,HEALTHY,4.4
515,Cam Thrower,Penn,14,South,5.2,1.0170299674170582,HEALTHY,4.4
516,Yacine Toumi,Hawaii,13,West,4.4,1.0686910580991416,HEALTHY,4.4
517,Tafara Gapare,Villanova,8,West,2.9,1.5121596016637524,HEALTHY,4.3
518,Carlous Williams,Tennessee St.,15,Midwest,5.7,1.010104041648156,HEALTHY,4.3
519,Luke Northweather,Missouri,10,West,3.1,1.3745380460522134,HEALTHY,4.3
520,Jordan Muller,Cal Baptist,13,East,4.5,1.0838739437059797,HEALTHY,4.3
521,Cole Bowser,Furman,15,East,5.1,1.0183287316112681,HEALTHY,4.2
522,Kyle Pock,Northern Iowa,12,East,3.8,1.1553564921640362,HEALTHY,4.2
523,Khadim Mboup,BYU,6,West,2.3,1.824214581313023,HEALTHY,4.2
524,Daylon Dickerson,UMBC,16,Midwest,5.6,1.005564294641819,HEALTHY,4.2
525,Errol White,Kennesaw St.,14,West,5.0,1.0279142179882685,HEALTHY,4.2
526,Devin Haid,South Florida,11,East,3.3,1.280345337824454,HEALTHY,4.0
527,Seth Joba,Idaho,15,South,5.3,1.0137974280945312,HEALTHY,4.0
528,Peitok Machar,McNeese,12,South,3.6,1.1361712716664654,HEALTHY,3.9
529,Musa Sagnia,N.C. State,11,West,2.4,1.5852603144620252,HEALTHY,3.8
530,A.J. Wills,Hofstra,13,Midwest,3.2,1.1364812086110605,HEALTHY,3.8
531,Abijah Franklin,Furman,15,East,4.6,1.0183287316112681,HEALTHY,3.8
532,Puff Johnson,Ohio St.,8,East,2.3,1.7609865875295259,HEALTHY,3.8
533,Caleb Thomas,Lehigh,16,South,5.0,1.0025418670906272,HEALTHY,3.8
534,Annor Boateng,Missouri,10,West,2.7,1.3745380460522134,HEALTHY,3.7
535,Mike James,Vanderbilt,5,South,1.5,2.6436211895866046,HEALTHY,3.7
536,Eian Lowe,Kennesaw St.,14,West,4.3,1.0279142179882685,HEALTHY,3.6
537,Jay Jones,Penn,14,South,4.0,1.0170299674170582,HEALTHY,3.4
538,Ismael Diouf,Northern Iowa,12,East,3.1,1.1553564921640362,HEALTHY,3.4
539,Jayden Gambrell,Kennesaw St.,14,West,4.0,1.0279142179882685,HEALTHY,3.4
540,Kerrington Kiel,Troy,13,South,3.9,1.0371344851192648,HEALTHY,3.4
541,Xavier Brown,South Florida,11,East,2.7,1.280345337824454,HEALTHY,3.3
542,Emil Skytta,North Dakota St.,14,East,3.7,1.0451906615013515,HEALTHY,3.3
543,Riley Jacobs,UMBC,16,Midwest,4.3,1.005564294641819,HEALTHY,3.2
544,Zach Halligan,Akron,12,Midwest,2.7,1.2392503962740795,HEALTHY,3.2
545,Austin Cross,Troy,13,South,3.7,1.0371344851192648,HEALTHY,3.2
546,Christian Jones,Siena,16,East,4.3,1.0044571281858066,HEALTHY,3.1
547,Peter Kramer,Lehigh,16,South,4.1,1.0025418670906272,HEALTHY,3.1
548,Bryan Etumnu,Wright St.,14,Midwest,3.4,1.036398630385347,HEALTHY,3.0
549,RJ Taylor,Northern Iowa,12,East,2.7,1.1553564921640362,HEALTHY,3.0
550,Jalen Vazquez,Lehigh,16,South,3.9,1.0025418670906272,HEALTHY,2.9
551,Miles Klapper,Idaho,15,South,3.8,1.0137974280945312,HEALTHY,2.9
552,Elijah Jones,LIU,16,West,3.9,1.0036437675738121,HEALTHY,2.9
553,Carson Smith,North Dakota St.,14,East,3.1,1.0451906615013515,HEALTHY,2.8
554,Trevon Blassingame,Idaho,15,South,3.7,1.0137974280945312,HEALTHY,2.8
555,Cougar Downing,UMBC,16,Midwest,3.7,1.005564294641819,HEALTHY,2.8
556,Isaiah Henderson,Siena,16,East,3.8,1.0044571281858066,HEALTHY,2.7
557,Yanis Ndjonga,McNeese,12,South,2.5,1.1361712716664654,HEALTHY,2.7
558,Josh Reaves,Hofstra,13,Midwest,2.3,1.1364812086110605,HEALTHY,2.7
559,Riley Mulvey,Siena,16,East,3.8,1.0044571281858066,HEALTHY,2.7
560,Gabe Cupps,Ohio St.,8,East,1.6,1.7609865875295259,HEALTHY,2.6
561,Gus Larson,Queens,15,West,3.1,1.0127138664012434,HEALTHY,2.6
562,Jayden Barrs,Kennesaw St.,14,West,3.1,1.0279142179882685,HEALTHY,2.6
563,Lucas Lueth,Penn,14,South,3.1,1.0170299674170582,HEALTHY,2.6
564,Kevin Gad,Saint Mary's,7,South,1.4,1.8292661416347202,HEALTHY,2.5
565,Rene D'Amelio,Cal Baptist,13,East,2.6,1.0838739437059797,HEALTHY,2.5
566,Sam Alamutu,Wright St.,14,Midwest,2.9,1.036398630385347,HEALTHY,2.5
567,Collin O'Neal,Furman,15,East,2.9,1.0183287316112681,HEALTHY,2.4
568,Abdullah Ahmed,BYU,6,West,1.3,1.824214581313023,HEALTHY,2.4
569,Miles Daniels,Cal Baptist,13,East,2.4,1.0838739437059797,HEALTHY,2.3
570,Jabrion Spikes,Tennessee St.,15,Midwest,2.9,1.010104041648156,HEALTHY,2.2
571,Kavien Jones,Tennessee St.,15,Midwest,2.8,1.010104041648156,HEALTHY,2.1
572,Owen Schlager,Siena,16,East,2.8,1.0044571281858066,HEALTHY,2.0
573,Elijah Kelly,LIU,16,West,2.3,1.0036437675738121,HEALTHY,1.7
574,KJ McClurg,LIU,16,West,2.0,1.0036437675738121,HEALTHY,1.5
575,Janko Bulajic,Kennesaw St.,14,West,1.5,1.0279142179882685,HEALTHY,1.3
576,Christian Fermin,VCU,11,South,0.8,1.4760090682150464,HEALTHY,1.2
577,JT Toppin,Texas Tech,5,Midwest,21.8,2.3132794264549643,OUT,0.0
578,Richie Saunders,BYU,6,West,18.0,1.824214581313023,OUT,0.0
579,Dawson Baker,BYU,6,West,7.5,1.824214581313023,OUT,0.0
580,Aden Holloway,Alabama,4,Midwest,16.8,2.5714341331417776,OUT,0.0
581,Jayden Quaintance,Kentucky,7,Midwest,5.0,1.715176414913244,OUT,0.0
582,Caleb Foster,Duke,1,East,8.5,4.71381996158028,OUT,0.0
583,Braden Huff,Gonzaga,3,West,17.8,3.063380154355378,OUT,0.0
584,Matt Hodge,Villanova,8,West,9.2,1.5121596016637524,OUT,0.0
585,L.J. Cason,Michigan,1,Midwest,8.4,4.614685787416446,OUT,0.0
586,Caleb Wilson,North Carolina,6,South,19.8,1.7095102517252092,OUT,0.0
587,Carter Welling,Clemson,8,South,10.2,1.4382896380945465,OUT,0.0
